~surface.code
 0 0 0 19 16 22 0 0 15 14 14 17 0 0 19 16 22 0 0 0
 0 0 0 15 14 14 20 20 18 14 14 18 20 20 14 14 17 0 0 0
 0 0 0 23 18 21 0 0 0 15 17 0 0 0 23 18 21 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
~
~dungeon.code
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 1 1 0 0 0 1 0 1 0 1 0 1 0 1 1 0 19 1 1
 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1
 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1
 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1
 1 1 1 1 1 1 1 0 1 0 0 16 0 0 1 1 1 0 1 1
 1 1 1 1 1 1 1 0 1 0 0 1 0 0 1 1 1 0 1 1
 1 0 0 0 1 1 1 0 1 0 1 1 1 0 1 1 0 0 0 1
 1 0 0 17 0 0 0 0 1 0 0 1 15 0 1 1 0 0 0 1
 1 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
~
~dungeon.map
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 19 16 16 16 16 16 16 16 22 0 0 0 0 0 0
 0 0 0 19 16 14 18 14 18 14 18 14 18 14 20 20 22 0 0 0
 0 0 0 15 14 17 0 24 0 24 0 24 0 24 0 0 15 22 0 0
 0 0 0 23 18 18 20 14 20 18 20 14 20 21 0 0 23 17 0 0
 0 0 0 0 0 0 0 24 0 0 0 24 0 0 0 0 0 24 0 0
 0 0 0 0 0 0 0 24 0 0 0 24 0 0 0 0 0 24 0 0
 0 0 0 0 0 0 0 24 0 19 16 18 16 22 0 0 0 24 0 0
 0 0 0 0 0 0 0 24 0 15 21 0 23 17 0 0 0 24 0 0
 0 19 16 22 0 0 0 24 0 24 0 0 0 24 0 0 19 14 22 0
 0 15 14 14 20 20 20 21 0 15 22 0 19 17 0 0 15 14 17 0
 0 23 18 21 0 0 0 0 0 23 18 20 18 21 0 0 23 18 21 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
~
